 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
181,313.562,44.614,408.052,1768.947,1.283,1.791,3.022,4.219,3.620,3.876,10.963,0.314,0.439,0.383,0.518,0.901,1.221,0.759,5
182,313.912,77.418,942.710,1795.426,0.509,0.647,1.200,1.524,1.362,2.333,59.360,0.352,0.219,0.401,0.371,0.944,0.874,0.643,5
183,307.843,44.074,1512.432,1829.689,1.514,0.956,3.566,2.251,2.908,3.256,14.664,0.503,0.317,0.546,0.349,1.286,0.822,0.763,5
184,304.294,59.248,968.108,1887.949,2.580,2.388,6.076,5.624,5.850,10.456,10.300,0.367,0.332,0.699,0.656,1.645,1.546,1.129,5
185,290.097,55.891,198.475,1901.556,0.999,1.365,2.352,3.215,2.784,3.135,14.769,0.263,0.360,0.289,0.389,0.680,0.917,0.571,5
186,291.011,45.026,1931.457,1908.835,0.957,0.956,2.253,2.251,2.252,2.837,18.069,0.382,0.383,0.408,0.398,0.961,0.937,0.671,5
187,296.716,48.227,1242.162,1949.419,1.199,0.817,2.824,1.925,2.374,2.645,16.430,0.396,0.266,0.417,0.310,0.983,0.729,0.612,5
188,307.015,61.397,1173.810,1977.490,0.890,1.077,2.096,2.536,2.316,3.189,19.553,0.285,0.344,0.295,0.363,0.695,0.854,0.551,5
189,297.806,60.837,342.776,1998.579,0.686,0.914,1.616,2.153,1.884,2.235,18.315,0.218,0.272,0.212,0.288,0.500,0.678,0.421,5
190,285.966,40.771,1957.171,2020.687,0.925,1.132,2.179,2.667,2.423,3.147,18.098,0.413,0.504,0.431,0.534,1.015,1.257,0.808,5
191,296.014,52.157,1765.933,2023.163,0.758,0.990,1.785,2.330,2.058,3.070,21.417,0.337,0.424,0.300,0.437,0.705,1.029,0.624,5
192,290.516,45.386,1861.949,2031.886,0.868,1.201,2.044,2.828,2.436,2.715,15.538,0.304,0.417,0.304,0.441,0.717,1.038,0.631,5
193,298.661,68.845,1035.076,62.076,0.859,0.698,2.024,1.644,1.834,2.833,21.931,0.298,0.260,0.290,0.211,0.682,0.496,0.422,5
194,306.305,82.663,1316.011,154.332,0.699,0.681,1.647,1.603,1.625,2.641,26.295,0.232,0.210,0.183,0.258,0.431,0.608,0.373,5
195,295.673,75.776,1642.865,153.184,0.592,0.531,1.394,1.251,1.323,2.999,36.995,0.351,0.402,0.257,0.309,0.605,0.727,0.473,5
196,290.065,41.904,1977.227,178.365,1.030,1.725,2.426,4.063,3.244,3.356,12.715,0.312,0.523,0.352,0.582,0.828,1.370,0.800,5
197,292.524,47.416,103.562,195.481,1.032,1.213,2.429,2.856,2.642,2.954,14.880,0.323,0.380,0.350,0.408,0.823,0.962,0.633,5
198,298.844,60.513,412.367,305.077,0.704,1.011,1.658,2.381,2.019,2.488,20.472,0.213,0.312,0.276,0.320,0.649,0.755,0.498,5
199,306.861,61.556,678.554,336.110,1.166,0.619,2.745,1.457,2.101,2.593,17.781,0.360,0.232,0.372,0.173,0.877,0.408,0.484,5
200,328.108,43.312,810.744,358.321,1.573,1.689,3.704,3.977,3.841,5.366,12.948,0.467,0.502,0.586,0.626,1.380,1.474,1.009,5
201,305.904,53.873,722.437,380.770,0.877,0.807,2.064,1.900,1.982,2.859,21.800,0.348,0.325,0.379,0.331,0.892,0.780,0.592,5
202,300.671,73.654,217.949,406.456,0.746,0.591,1.756,1.392,1.574,2.514,44.998,0.271,0.180,0.232,0.447,0.547,1.052,0.593,5
203,299.728,52.360,1690.093,408.156,0.705,0.969,1.661,2.283,1.972,2.439,17.759,0.272,0.348,0.227,0.356,0.534,0.838,0.497,5
204,308.921,44.303,624.177,419.948,1.307,1.035,3.078,2.438,2.758,3.148,14.835,0.438,0.347,0.475,0.375,1.119,0.883,0.713,5
205,288.183,40.345,32.277,460.837,1.363,1.486,3.210,3.499,3.355,3.786,12.142,0.410,0.447,0.478,0.520,1.125,1.225,0.832,5
206,293.122,26.157,18.664,498.645,1.085,1.192,2.555,2.806,2.680,3.330,16.298,0.676,0.742,0.731,0.801,1.721,1.887,1.277,5
207,306.702,75.450,1715.197,498.995,0.572,0.588,1.348,1.385,1.367,2.552,27.175,0.296,0.293,0.247,0.184,0.582,0.434,0.363,5
208,312.811,57.204,1242.695,512.909,0.707,1.107,1.664,2.608,2.136,2.965,21.942,0.261,0.405,0.301,0.420,0.708,0.989,0.608,5
209,310.720,28.867,1043.934,556.836,1.204,1.032,2.834,2.430,2.632,3.385,17.107,0.714,0.612,0.767,0.656,1.806,1.545,1.189,5
210,296.317,82.059,24.369,605.517,1.114,0.530,2.624,1.249,1.936,2.890,83.843,0.340,0.126,0.352,0.593,0.828,1.397,0.812,5
211,315.336,56.053,946.970,608.955,0.827,0.840,1.948,1.977,1.963,2.965,21.735,0.340,0.344,0.323,0.331,0.760,0.778,0.544,5
212,310.546,49.108,1160.211,657.404,1.163,0.801,2.739,1.886,2.312,2.759,17.854,0.408,0.276,0.429,0.325,1.009,0.765,0.633,5
213,307.677,38.968,1044.960,699.332,1.993,0.870,4.694,2.049,3.371,3.285,13.332,0.676,0.292,0.747,0.335,1.759,0.789,0.964,5
214,312.242,59.055,875.457,728.244,0.931,0.907,2.193,2.136,2.164,2.890,19.506,0.305,0.298,0.326,0.310,0.768,0.731,0.530,5
215,310.627,52.251,563.179,808.231,0.940,0.895,2.213,2.107,2.160,2.871,19.270,0.348,0.332,0.360,0.344,0.847,0.810,0.586,5
216,302.661,32.213,65.036,831.486,1.181,0.679,2.780,1.600,2.190,2.876,24.380,0.726,0.383,0.757,0.637,1.783,1.500,1.165,5
217,308.212,52.183,1424.609,845.611,0.985,1.037,2.320,2.441,2.380,2.599,15.306,0.288,0.303,0.307,0.321,0.722,0.757,0.523,5
218,298.902,34.557,1918.140,896.916,1.440,1.273,3.392,2.997,3.194,3.658,12.943,0.539,0.477,0.615,0.546,1.448,1.286,0.968,5
219,309.937,57.390,1434.208,910.009,1.112,0.698,2.620,1.644,2.132,3.087,20.478,0.424,0.289,0.440,0.231,1.035,0.544,0.585,5
220,305.770,43.179,1625.362,979.891,0.806,1.756,1.897,4.135,3.016,3.089,14.703,0.264,0.583,0.313,0.628,0.736,1.479,0.826,5
221,312.898,66.631,1680.364,1121.533,0.819,0.831,1.929,1.958,1.943,3.175,25.673,0.297,0.301,0.330,0.341,0.777,0.803,0.559,5
222,319.261,51.255,879.298,1206.728,0.968,0.991,2.280,2.334,2.307,3.164,19.464,0.367,0.376,0.388,0.396,0.913,0.932,0.652,5
223,315.596,90.330,851.229,1211.529,0.623,0.602,1.467,1.419,1.443,2.434,46.234,0.218,0.155,0.208,0.372,0.489,0.876,0.501,5
224,308.985,40.903,922.238,1213.301,1.228,1.004,2.891,2.364,2.627,2.729,13.894,0.417,0.341,0.447,0.367,1.053,0.864,0.681,5
225,312.096,60.306,869.189,1240.649,0.727,1.182,1.711,2.782,2.247,2.675,17.443,0.223,0.348,0.213,0.363,0.502,0.855,0.496,5
226,309.914,58.436,855.960,1245.751,0.753,1.161,1.773,2.734,2.254,2.876,18.109,0.254,0.376,0.224,0.392,0.527,0.924,0.532,5
227,311.104,49.552,869.065,1317.832,0.779,0.922,1.834,2.170,2.002,2.933,21.145,0.355,0.409,0.323,0.417,0.761,0.983,0.622,5
228,303.099,48.451,1668.136,1371.178,1.399,0.895,3.295,2.109,2.702,3.445,17.308,0.502,0.322,0.538,0.340,1.268,0.801,0.750,5
229,310.307,42.105,1296.419,1395.292,1.090,0.843,2.567,1.986,2.276,2.952,18.809,0.483,0.373,0.508,0.400,1.196,0.942,0.761,5
230,306.639,43.411,1580.998,1396.235,1.021,1.428,2.403,3.363,2.883,3.353,14.866,0.350,0.490,0.381,0.535,0.898,1.259,0.773,5
231,311.882,41.039,1199.704,1427.360,1.175,0.709,2.767,1.670,2.218,2.737,20.112,0.528,0.314,0.551,0.402,1.298,0.946,0.803,5
232,305.490,43.247,1502.750,1436.516,1.289,1.601,3.035,3.770,3.403,3.743,11.957,0.356,0.442,0.416,0.511,0.979,1.204,0.776,5
233,309.151,45.453,1003.231,1438.334,0.931,1.163,2.191,2.738,2.465,3.149,17.720,0.363,0.454,0.384,0.481,0.905,1.133,0.725,5
234,309.786,44.016,1519.254,1445.866,0.795,1.143,1.873,2.691,2.282,2.977,19.048,0.345,0.493,0.363,0.516,0.854,1.216,0.743,5
235,314.700,72.504,1249.253,1495.513,0.675,0.752,1.589,1.771,1.680,2.502,25.621,0.228,0.230,0.234,0.295,0.552,0.696,0.444,5
236,304.748,46.608,1701.950,1535.497,1.349,0.940,3.177,2.213,2.695,2.722,13.619,0.392,0.272,0.421,0.301,0.992,0.708,0.609,5
237,310.376,49.667,869.111,1581.022,0.787,0.906,1.853,2.133,1.993,3.019,21.911,0.369,0.416,0.344,0.416,0.811,0.979,0.636,5
238,300.126,103.841,2003.559,1586.741,0.723,0.416,1.702,0.981,1.341,2.615,186.454,0.216,0.778,0.289,0.668,0.680,1.572,0.857,5
239,301.658,72.277,1649.212,1627.295,1.814,2.669,4.273,6.284,5.278,7.976,10.226,0.226,0.351,0.386,0.543,0.909,1.279,0.784,5
240,305.974,53.638,539.876,1704.313,0.825,0.770,1.942,1.814,1.878,2.766,22.496,0.348,0.319,0.336,0.352,0.790,0.829,0.573,5
241,305.112,43.498,1366.029,1736.005,1.700,0.760,4.004,1.789,2.897,3.190,15.423,0.628,0.291,0.670,0.265,1.577,0.623,0.848,5
242,299.659,41.280,1588.032,1788.057,0.883,1.570,2.080,3.697,2.888,3.417,15.845,0.345,0.610,0.358,0.657,0.842,1.548,0.881,5
243,317.695,49.157,516.123,1802.112,1.881,1.266,4.429,2.981,3.705,3.794,10.487,0.400,0.268,0.473,0.329,1.114,0.775,0.679,5
244,314.344,61.804,831.557,1953.169,1.511,0.806,3.559,1.897,2.728,3.479,17.865,0.443,0.239,0.472,0.242,1.111,0.570,0.624,5
245,298.519,42.763,1354.291,1989.555,1.337,1.214,3.147,2.859,3.003,3.562,14.349,0.448,0.407,0.498,0.454,1.172,1.068,0.793,5
246,273.597,54.168,1945.247,2.495,1.138,1.048,2.681,2.468,2.574,3.233,15.446,0.324,0.298,0.351,0.324,0.827,0.762,0.562,5
247,328.824,44.384,367.231,3.636,1.132,1.075,2.665,2.531,2.598,3.581,18.417,0.469,0.446,0.503,0.479,1.186,1.128,0.818,5
248,283.070,36.197,1598.212,4.542,1.064,1.665,2.507,3.920,3.213,3.647,13.819,0.405,0.635,0.457,0.708,1.076,1.667,0.992,5
249,291.612,88.380,444.044,6.468,0.868,0.541,2.044,1.275,1.660,2.985,84.644,0.295,0.154,0.287,0.584,0.675,1.376,0.766,5
250,293.601,58.372,1214.912,11.553,1.067,0.701,2.513,1.650,2.082,2.518,21.081,0.333,0.206,0.345,0.305,0.812,0.718,0.542,5
251,297.697,37.511,1078.531,46.675,1.062,1.150,2.501,2.708,2.605,3.098,15.882,0.449,0.486,0.484,0.522,1.139,1.230,0.838,5
252,283.160,65.979,1945.311,93.211,0.818,0.899,1.926,2.118,2.022,2.698,20.032,0.245,0.271,0.264,0.278,0.622,0.654,0.451,5
253,304.693,61.872,871.482,99.777,1.237,0.591,2.914,1.392,2.153,2.674,20.887,0.391,0.239,0.405,0.223,0.953,0.525,0.544,5
254,298.438,41.430,1539.167,129.411,1.198,0.996,2.821,2.345,2.583,2.938,15.367,0.443,0.368,0.475,0.398,1.117,0.937,0.729,5
255,297.047,25.409,363.403,213.670,1.185,0.941,2.791,2.217,2.504,3.262,17.983,0.836,0.663,0.890,0.714,2.095,1.681,1.343,5
256,292.768,37.056,82.695,320.333,1.492,0.976,3.515,2.299,2.907,3.389,15.122,0.608,0.397,0.662,0.438,1.558,1.032,0.935,5
257,305.862,61.435,555.053,353.391,0.696,0.831,1.639,1.956,1.797,2.306,18.884,0.242,0.262,0.193,0.290,0.454,0.682,0.410,5
258,311.369,44.842,1465.209,366.029,2.072,1.536,4.878,3.617,4.248,5.683,12.044,0.555,0.402,0.713,0.527,1.678,1.242,1.044,5
259,295.130,51.045,67.972,371.826,1.049,0.830,2.470,1.955,2.212,2.638,17.169,0.357,0.285,0.372,0.286,0.875,0.674,0.552,5
260,310.267,46.089,785.992,371.792,0.704,0.978,1.658,2.302,1.980,2.935,21.072,0.371,0.477,0.298,0.490,0.702,1.155,0.676,5
261,316.120,53.661,940.351,402.662,0.926,0.956,2.181,2.251,2.216,2.183,14.271,0.244,0.252,0.260,0.266,0.612,0.627,0.438,5
262,295.168,37.204,80.758,434.930,1.025,0.970,2.413,2.285,2.349,2.888,17.249,0.477,0.452,0.502,0.470,1.183,1.107,0.810,5
263,296.218,48.587,1942.836,483.996,0.715,0.987,1.684,2.325,2.005,2.656,19.405,0.311,0.408,0.283,0.417,0.667,0.982,0.593,5
264,296.127,40.046,78.311,497.597,1.035,0.940,2.436,2.213,2.325,2.679,16.380,0.421,0.381,0.444,0.409,1.045,0.964,0.711,5
265,302.641,52.234,1598.146,580.263,0.968,0.642,2.279,1.511,1.895,2.875,24.977,0.436,0.319,0.445,0.339,1.047,0.799,0.658,5
266,306.056,58.883,273.812,603.735,0.862,0.553,2.031,1.303,1.667,2.345,29.352,0.330,0.307,0.330,0.323,0.776,0.760,0.543,5
267,309.360,48.634,1137.699,632.651,1.169,0.818,2.753,1.926,2.340,3.159,19.805,0.467,0.324,0.491,0.363,1.155,0.855,0.719,5
268,306.868,44.546,1289.777,674.692,1.019,1.481,2.399,3.488,2.944,3.329,14.364,0.329,0.478,0.362,0.523,0.851,1.231,0.748,5
269,308.386,52.087,786.638,697.932,0.672,1.220,1.582,2.873,2.228,2.568,20.105,0.224,0.410,0.308,0.428,0.726,1.007,0.621,5
270,305.576,48.925,478.312,700.057,1.602,0.670,3.772,1.578,2.675,2.746,14.706,0.516,0.241,0.545,0.189,1.282,0.446,0.679,5
271,331.893,69.412,1831.926,704.748,3.060,2.926,7.205,6.889,7.047,14.182,12.629,0.397,0.436,0.820,0.898,1.932,2.114,1.432,5
272,308.514,73.237,429.998,710.060,0.729,0.758,1.717,1.786,1.751,2.682,21.316,0.248,0.253,0.206,0.222,0.485,0.523,0.357,5
273,314.244,58.360,1496.006,735.045,1.208,0.990,2.844,2.330,2.587,2.696,14.031,0.291,0.239,0.312,0.253,0.734,0.596,0.473,5
274,309.478,78.263,1604.829,767.354,0.478,0.807,1.126,1.901,1.514,2.430,33.694,0.362,0.254,0.251,0.278,0.590,0.654,0.441,5
275,320.528,51.953,534.901,820.699,0.821,0.829,1.932,1.952,1.942,2.924,22.388,0.363,0.360,0.347,0.383,0.817,0.902,0.608,5
276,315.454,51.122,1032.239,820.234,0.556,1.189,1.309,2.800,2.055,2.483,23.223,0.306,0.450,0.294,0.464,0.693,1.092,0.647,5
277,298.958,41.642,347.183,828.852,1.390,1.082,3.274,2.549,2.911,3.378,14.659,0.489,0.381,0.535,0.419,1.260,0.986,0.800,5
278,313.353,39.504,1469.014,850.133,0.980,1.204,2.307,2.835,2.571,2.763,14.520,0.362,0.444,0.382,0.475,0.900,1.117,0.717,5
279,308.890,51.076,907.883,854.693,1.326,0.598,3.122,1.409,2.266,2.827,24.683,0.513,0.273,0.534,0.345,1.257,0.812,0.748,5
280,307.713,59.012,358.144,873.849,0.612,0.969,1.442,2.281,1.861,2.405,19.026,0.254,0.328,0.198,0.334,0.465,0.786,0.457,5
281,306.748,35.473,1477.627,876.742,1.430,1.526,3.369,3.594,3.481,3.801,11.100,0.447,0.477,0.535,0.569,1.261,1.339,0.920,5
282,300.774,44.851,1865.602,888.659,1.017,1.139,2.394,2.682,2.538,3.022,16.166,0.366,0.410,0.393,0.438,0.925,1.031,0.692,5
283,310.007,38.644,374.107,902.278,1.275,0.960,3.003,2.260,2.631,3.276,16.870,0.556,0.418,0.595,0.450,1.400,1.060,0.878,5
284,315.094,66.403,1219.781,907.800,2.558,1.867,6.024,4.396,5.210,7.658,8.581,0.297,0.207,0.498,0.393,1.172,0.926,0.747,5
285,307.482,46.195,1282.327,951.774,1.570,1.143,3.697,2.690,3.194,3.522,13.059,0.444,0.322,0.497,0.366,1.171,0.861,0.727,5
286,309.647,49.233,659.343,968.071,2.178,0.674,5.129,1.588,3.359,2.885,13.021,0.613,0.208,0.682,0.169,1.605,0.398,0.827,5
287,298.752,61.448,1952.488,970.244,0.865,1.018,2.037,2.398,2.217,2.668,17.679,0.242,0.288,0.270,0.301,0.636,0.708,0.476,5
288,295.826,51.584,85.588,977.573,1.505,1.062,3.543,2.500,3.022,3.044,12.503,0.364,0.257,0.402,0.287,0.946,0.675,0.581,5
289,303.499,65.278,1450.786,988.484,1.023,0.673,2.409,1.584,1.996,2.494,23.822,0.299,0.179,0.309,0.303,0.727,0.714,0.509,5
290,309.213,64.086,426.526,999.821,0.950,0.566,2.237,1.332,1.785,2.956,26.664,0.382,0.322,0.399,0.256,0.940,0.603,0.559,5
291,314.743,72.217,1192.730,1001.402,0.463,1.002,1.090,2.359,1.724,2.510,70.478,0.478,0.339,0.472,0.349,1.112,0.822,0.691,5
292,301.528,66.274,85.946,1028.257,0.879,0.985,2.069,2.319,2.194,2.273,14.855,0.201,0.223,0.200,0.234,0.471,0.550,0.362,5
293,299.528,53.095,65.681,1029.072,1.024,1.110,2.411,2.615,2.513,2.679,14.526,0.280,0.304,0.299,0.323,0.705,0.761,0.519,5
294,296.736,49.593,2003.221,1048.212,0.981,0.753,2.310,1.773,2.042,3.008,21.859,0.437,0.343,0.451,0.339,1.063,0.799,0.665,5
295,313.744,49.332,969.206,1064.385,1.210,1.201,2.850,2.828,2.839,3.157,13.986,0.343,0.340,0.376,0.373,0.885,0.878,0.624,5
296,312.451,50.599,1261.144,1066.273,0.418,1.129,0.984,2.658,1.821,2.760,47.648,0.887,0.527,0.513,0.538,1.208,1.266,0.875,5
297,305.032,27.091,1811.995,1075.722,1.113,1.195,2.620,2.813,2.717,3.432,16.401,0.674,0.723,0.729,0.784,1.717,1.845,1.260,5
298,303.544,34.196,47.122,1101.590,1.438,0.917,3.386,2.160,2.773,3.108,15.114,0.631,0.401,0.680,0.446,1.601,1.051,0.957,5
299,307.746,50.682,1607.898,1120.887,0.557,0.929,1.312,2.187,1.749,2.586,21.068,0.364,0.418,0.239,0.419,0.563,0.987,0.568,5
300,304.452,61.261,1952.356,1130.258,1.145,0.797,2.696,1.877,2.287,2.860,18.266,0.340,0.238,0.357,0.251,0.840,0.591,0.513,5
301,305.912,52.693,1666.020,1154.883,0.766,0.766,1.803,1.804,1.803,2.579,20.332,0.330,0.328,0.290,0.299,0.683,0.705,0.490,5
302,302.475,39.946,1808.243,1170.244,1.071,1.229,2.522,2.894,2.708,3.367,16.233,0.435,0.499,0.471,0.540,1.109,1.272,0.844,5
303,312.783,46.361,1145.976,1202.485,1.098,1.050,2.585,2.473,2.529,2.878,15.436,0.365,0.349,0.389,0.374,0.916,0.882,0.636,5
304,307.126,45.590,1691.684,1260.792,0.808,1.278,1.902,3.009,2.456,3.237,19.134,0.332,0.528,0.369,0.558,0.869,1.314,0.787,5
305,301.953,40.583,142.199,1274.513,1.210,0.755,2.848,1.778,2.313,3.168,21.647,0.596,0.358,0.625,0.471,1.473,1.109,0.922,5
306,300.045,60.675,54.199,1277.835,1.643,0.720,3.869,1.695,2.782,3.175,16.526,0.460,0.212,0.487,0.199,1.148,0.469,0.620,5
307,304.879,55.751,317.378,1306.256,0.798,0.893,1.880,2.104,1.992,3.056,23.621,0.323,0.367,0.369,0.380,0.869,0.895,0.624,5
308,310.003,41.550,1527.683,1324.848,0.727,1.011,1.713,2.382,2.047,2.928,22.446,0.376,0.523,0.434,0.540,1.021,1.272,0.816,5
309,307.710,49.542,1372.424,1337.118,0.698,0.998,1.645,2.350,1.998,3.210,27.967,0.326,0.491,0.471,0.504,1.109,1.188,0.813,5
310,306.767,43.208,84.178,1338.902,1.219,0.925,2.870,2.178,2.524,2.805,15.242,0.433,0.329,0.460,0.343,1.084,0.807,0.676,5
311,306.383,44.296,1621.568,1341.423,1.461,0.724,3.441,1.706,2.573,2.677,16.881,0.503,0.239,0.532,0.331,1.252,0.780,0.738,5
312,304.810,39.884,1223.895,1346.775,0.796,0.949,1.875,2.235,2.055,2.515,17.743,0.371,0.434,0.350,0.448,0.824,1.056,0.670,5
313,301.410,50.500,122.583,1368.209,0.830,1.273,1.954,2.998,2.476,2.858,16.784,0.265,0.412,0.306,0.436,0.721,1.026,0.627,5
314,307.431,59.613,1106.180,1371.722,0.694,0.905,1.634,2.130,1.882,3.071,24.357,0.310,0.378,0.282,0.392,0.663,0.922,0.568,5
315,311.755,34.923,1508.697,1388.988,0.761,1.090,1.792,2.566,2.179,2.934,20.364,0.434,0.621,0.481,0.646,1.132,1.522,0.948,5
316,304.679,36.269,1886.521,1390.025,1.264,1.253,2.977,2.951,2.964,3.322,13.590,0.474,0.470,0.526,0.522,1.239,1.229,0.872,5
317,310.673,49.299,490.493,1395.113,0.732,0.840,1.723,1.979,1.851,3.016,27.171,0.349,0.427,0.477,0.415,1.124,0.976,0.744,5
318,309.430,69.564,854.104,1438.528,1.009,0.737,2.376,1.737,2.056,2.810,22.445,0.296,0.206,0.305,0.279,0.719,0.657,0.487,5
319,305.067,41.108,212.820,1439.060,1.440,0.821,3.390,1.933,2.662,2.957,15.351,0.550,0.319,0.585,0.311,1.379,0.733,0.781,5
320,310.848,39.641,1587.459,1439.456,0.881,0.881,2.074,2.075,2.074,2.520,18.347,0.393,0.394,0.430,0.430,1.013,1.013,0.716,5
321,308.686,44.740,932.345,1463.764,1.305,0.615,3.073,1.447,2.260,2.645,19.328,0.533,0.299,0.554,0.295,1.305,0.695,0.739,5
322,321.235,73.789,1524.273,1467.870,0.847,0.934,1.995,2.200,2.097,2.806,19.661,0.226,0.250,0.237,0.255,0.559,0.601,0.411,5
323,301.954,57.400,2018.941,1485.996,0.715,0.739,1.684,1.741,1.712,2.689,21.641,0.322,0.328,0.265,0.276,0.624,0.651,0.451,5
324,305.208,70.033,1714.968,1512.825,0.561,1.050,1.321,2.472,1.897,2.408,17.444,0.223,0.292,0.136,0.299,0.321,0.705,0.387,5
325,301.817,48.468,179.231,1516.820,1.215,1.064,2.862,2.506,2.684,2.940,14.378,0.361,0.316,0.389,0.341,0.917,0.802,0.609,5
326,303.647,179.049,431.801,1552.815,0.508,0.479,1.197,1.129,1.163,2.381,50.655,0.168,0.198,0.132,0.143,0.310,0.336,0.229,5
327,307.170,51.339,682.057,1575.053,0.752,1.013,1.771,2.386,2.078,2.819,19.405,0.310,0.401,0.272,0.413,0.641,0.972,0.582,5
328,301.685,53.020,1805.366,1576.545,0.741,1.080,1.744,2.543,2.144,2.493,18.363,0.237,0.352,0.290,0.367,0.683,0.865,0.551,5
329,307.773,32.950,935.065,1580.748,0.947,1.068,2.231,2.515,2.373,3.208,18.902,0.547,0.616,0.567,0.650,1.335,1.530,1.015,5
330,303.187,35.186,1970.659,1598.185,1.192,0.850,2.807,2.001,2.404,3.073,18.062,0.616,0.442,0.650,0.453,1.531,1.067,0.933,5
331,305.722,45.130,1711.059,1603.312,0.961,0.996,2.264,2.344,2.304,3.035,18.634,0.399,0.412,0.413,0.435,0.972,1.024,0.706,5
332,307.681,43.212,986.307,1639.436,1.359,1.153,3.199,2.715,2.957,3.809,15.782,0.496,0.421,0.549,0.467,1.292,1.100,0.849,5
333,313.016,49.638,1283.067,1651.938,0.887,0.882,2.090,2.076,2.083,2.603,18.024,0.332,0.330,0.331,0.328,0.779,0.772,0.548,5
334,308.260,46.618,1445.520,1709.273,1.027,0.751,2.420,1.768,2.094,3.112,22.518,0.488,0.360,0.510,0.385,1.201,0.907,0.753,5
335,308.531,63.043,688.881,1717.211,1.291,0.652,3.040,1.534,2.287,2.777,18.654,0.381,0.215,0.397,0.203,0.936,0.479,0.526,5
336,294.802,40.937,76.047,1718.721,1.213,0.894,2.857,2.106,2.481,2.836,15.962,0.472,0.348,0.501,0.372,1.179,0.876,0.734,5
337,305.367,53.522,973.632,1726.873,0.607,1.467,1.429,3.455,2.442,3.088,28.070,0.242,0.551,0.393,0.578,0.925,1.361,0.823,5
338,304.317,41.460,1803.256,1748.902,0.990,1.259,2.330,2.964,2.647,3.033,15.309,0.365,0.465,0.393,0.499,0.926,1.176,0.748,5
339,314.505,80.278,996.313,1758.301,0.865,0.922,2.036,2.171,2.104,2.724,19.166,0.204,0.218,0.217,0.229,0.512,0.539,0.371,5
340,314.722,54.690,771.184,1761.226,1.839,1.466,4.329,3.451,3.890,4.630,10.583,0.354,0.281,0.444,0.367,1.046,0.864,0.678,5
341,307.134,45.628,824.483,1813.991,0.749,1.246,1.764,2.934,2.349,3.084,20.946,0.303,0.525,0.404,0.551,0.953,1.297,0.805,5
342,307.863,61.243,1364.968,1832.479,1.249,0.549,2.941,1.293,2.117,2.848,59.811,0.452,0.160,0.470,0.618,1.106,1.456,0.914,5
343,309.764,66.141,1046.363,1859.851,0.834,0.420,1.964,0.989,1.477,2.874,60.815,0.369,0.834,0.397,0.489,0.934,1.151,0.741,5
344,306.690,39.837,1198.437,1864.623,0.654,0.998,1.539,2.349,1.944,3.179,32.639,0.381,0.630,0.660,0.655,1.554,1.544,1.095,5
345,301.137,237.793,316.685,1871.694,0.419,0.392,0.986,0.923,0.954,2.064,711.260,0.444,0.727,0.499,0.732,1.174,1.723,1.043,5
346,285.383,46.750,5.619,1892.199,1.248,0.996,2.939,2.346,2.642,3.072,15.532,0.415,0.331,0.446,0.355,1.049,0.836,0.671,5
347,304.400,39.128,1670.140,1918.899,0.986,0.513,2.323,1.209,1.766,2.672,22.087,0.587,0.544,0.595,0.331,1.401,0.780,0.802,5
348,294.818,59.015,580.937,1969.474,0.811,1.173,1.910,2.763,2.336,2.829,17.114,0.246,0.349,0.234,0.366,0.552,0.863,0.512,5
349,297.960,50.691,1025.487,2032.271,0.716,1.477,1.686,3.479,2.583,2.747,17.774,0.207,0.455,0.308,0.481,0.725,1.132,0.672,5
350,287.959,43.169,1650.286,2046.021,1.616,0.900,3.805,2.120,2.963,6.086,16.967,0.628,0.362,0.746,0.420,1.758,0.990,1.009,5
351,289.406,51.490,528.324,2.120,1.075,0.848,2.532,1.997,2.265,3.367,17.667,0.374,0.298,0.400,0.301,0.941,0.709,0.589,5
352,293.227,50.597,1053.041,21.065,0.743,1.540,1.749,3.627,2.688,3.043,15.882,0.256,0.506,0.226,0.536,0.532,1.262,0.685,5
353,278.834,30.061,104.132,28.656,1.595,1.910,3.757,4.497,4.127,4.293,9.787,0.506,0.651,0.646,0.847,1.522,1.994,1.254,5
354,296.643,57.185,666.577,40.137,0.650,0.980,1.532,2.308,1.920,2.677,27.754,0.229,0.369,0.388,0.378,0.915,0.891,0.638,5
355,296.072,35.403,1385.148,42.847,1.881,1.020,4.429,2.403,3.416,3.685,13.202,0.701,0.379,0.785,0.431,1.848,1.015,1.054,5
356,287.874,34.442,217.080,45.338,0.719,1.090,1.694,2.568,2.131,2.663,17.857,0.417,0.594,0.354,0.618,0.834,1.455,0.838,5
357,290.391,66.077,1873.098,50.875,0.775,0.992,1.826,2.336,2.081,2.483,17.195,0.215,0.267,0.198,0.275,0.465,0.648,0.399,5
358,288.529,45.411,546.135,124.863,1.929,1.193,4.542,2.809,3.676,3.672,10.771,0.456,0.281,0.531,0.338,1.251,0.797,0.742,5
359,297.391,38.211,935.046,140.356,0.903,1.769,2.126,4.167,3.146,3.233,13.591,0.324,0.634,0.345,0.693,0.812,1.632,0.912,5
360,302.392,70.726,543.302,182.247,0.603,0.661,1.421,1.557,1.489,2.736,36.189,0.290,0.295,0.350,0.297,0.824,0.701,0.541,5
